Comment,Author
工綜3樓80-4000號隨便挑,sandy50315
美術用品行,AHEAD099
好奇要磨什麼這麼細,sunarmed
還以為會有楊坤xd,annahcr
以前會聽很多人的歌，現在就只會聽周杰倫的,taipoo
我以為是要分享空幹 爆音 屁眼派對,xhakiboo
真的壞了...,kosoj6
歌單高度重疊ＸＤ 必須給五顆星,u03330009
不少我會聽的都在裡面ㄟ 給推,jzoethai
推謎路人QQ,jack91303
還以為會有丟了你 我的世界沒有你,chung0817
那個自述有規定要200自,saturday5566
歌單很像～,lf2net109
推鄭興跟陳粒！我們歌單滿重疊的！,mave
C4！,a1000359
爾蒙襪子也可愛！,fanshin1perc
加入二哥啊,oboesoul
我二哥天下無…,DPP1450
想清楚啊,seisman
現在在戰政治正確了,aquariuschi
身障v.s.殘障,aquariuschi
假日批判 現在全校一起構造改革,dannyko
南方有一集：純種xx,ht91008
世風日下 人心不古,yahoo168
覺青版,jason90814
一堆覺青自以為自己最高尚,hank6797
我怎麼看發文的人有一半在嘴覺青 這裡卻都推給覺青,ccccccccccc
是不是說不出實質內容只能丟覺青出來？,ccccccccccc
FB用真帳號在戰的比這邊匿名強多了,IokUdiefirst
左膠版,isaswa
剛剛去看，真的是夠無聊xD,Dvdkuo
"以前政治風向只有單向 你會覺得變多是因為""異音""把風向",amport625
搞亂了吧,amport625
有人能科普一下那位一直發廢文的張姓同學ㄇ 只知道他,messi5566
選過學生會長,messi5566
好笑廢文偶爾才來一次吧,zzzz8931
對耶 以前戰場好像沒開得這麼頻繁,vct886
子龍哥就黑雲啊,bubblewu1103
a.k.a.法研碩三,bubblewu1103
政治正確的紅衛兵,ESTARRIOL
但黑雲本來就常在交流版發文 只是停了一陣子,vct886
就是之前只有單一風向 現在多了其他風向 看起來就很亂,cwh0105
而且不同風向互戰 沒意義的廢文就會變超多,cwh0105
老人路過問一下，交流版怎麼去?,lingja
交流版就是台大自己創的霸社,ht91008
學生證文倒是沒少過,ystaty17
b04加一，真的覺得覺青很煩= =,HSNUYang
真懷念以前各種沒啥政治的交流板,jzoethai
整天就是在吵一些跟台大沒什麼關係的事，要吵就去論壇,hank850503
性質的地方吵，用 FB 吵就是造成別人困擾而已,hank850503
黑雲以前也很愛在這板發文啊 a一下a5378623就知道,waterme1on
黑雲真的煩 一直在交流版發文刷存在感 現實人生到底多無,applebob
聊,applebob
然後 他是科法所 不是法研所,applebob
哪那麼多覺青，不要拉救援好嗎www,jsstarlight
除非FB自動推播所謂覺青文，廢文抽獎文失物文雜七雜,jsstarlight
八的從沒少過,jsstarlight
同感,TSLsun
其實交流版組成不只台大人喔 我一些他校的同學也在裡,zqAI3yGOAT
面,zqAI3yGOAT
真的 我政大同學也在社團裡XD,ChenStar
楚=zkow,thid5335
超煩啊一堆自以為正義或有道理的,yeeandrew
一堆低能爵卿自以為很有邏輯,CK0663
不就把交流版當各版 太閒討拍,Jimmy030489
之前不是都有一個高醫的一直在引戰被Ban掉了，我覺得這,Abieskawa
是一種生態區位被取代的概念,Abieskawa
自從香港反送中以來就是了,NTUSTDYU
這裡一堆人只會貼FB交流版標籤欸,ri31625
管理員一堆學生自治的人,Lovemail5566
然後學生自治是什麼顏色你知道的,Lovemail5566
總覺得一堆推覺青的根本沒在認真思考,ccderek
一開始根本是有人故意貼風向政治文,ccderek
交流版有個是要學校信箱才能進,hjkkk123
傻子才留在裡面,humorchou
為一點芝麻小事就截圖公審真的很有事,AChing8130
還硬說是不小心忘了碼掉 ㄏㄏ,AChing8130
學生自治 v.s 大學自治,amport625
B04 有算老人嗎？ = =,julis666
= =,Secret69
裡面太多覺青 怕,DaoDaoDao
現在交流板就政治正確+AI橫行啊,BagelDoggy16
就幾個在那邊亂啊，有人留言他們就見獵心喜,znling
罵他阿，就像罵我一樣罵他阿,kbt2720
還好我跑去台科吃,greatthrow
上網po文有什麼用,kbt2720
打電話叫駐警隊,cwh0105
跟他們講啊俗辣.jpg,SSCSFE
可能鯛民覺得乾淨度狗＞＞男宿男森QQ,AprilMight
抓來吃,excusezmoi
洽公好嗎XD,dreamgirl
沒住男一之後就沒有去吃過我家廚餘,a34236
狗&gt;&gt;&gt;&gt;&gt;&gt;&gt;肥宅 可撥,mHRUed
跟他講你喜歡吃野味,ssd860505da
某樓是覺得自己跟狗一樣ㄇ,allenshue40
真ㄉ噁,kantantantan
狗能不能有點自覺不要進到餐廳啊,briany329
一樓怎麼那麼喜歡在台大板刷存在感,Eugeneko
先猜,ooJACKYoo
愛狗人士：狗狗很可愛！我的狗很乾淨！我的狗很乖！牠,ooJACKYoo
不會咬人。,ooJACKYoo
反觀這個社會對於肥宅的態度,ooJACKYoo
逼逼逼逼逼,hippo130
油咧油咧油咧油,hippo130
你們都好油喔peko,jzoethai
老人我還是可以登入欸，下載也有東西可以選,chocopie
選是可以選阿 但你點開始下載載的了嗎?,tony77998
我是原本就有下載過 金鑰碼也有備份起來比較好奇是這金,tony77998
鑰碼還可以繼續用嗎?~ 即使windows重灌之後,tony77998
你可以試看看 先找台空機試試,cwh0105
如果是windows網路上就能載了吧 重點是金鑰要能開通,cwh0105
為啥不去買oem序號,Huffman
OEM序號應該是不合法的啦,Hostname
回二樓 同電腦重裝用同序號可以 不能用可以打去罵MS,kingwilly71
綁定微軟帳號就能到處轉移了，很方便,dx7880880212
上週才換新電腦，從微軟官網下載 usb安裝選擇教育,jasontongton
版，使用舊電腦的金鑰認真，完全沒有問題,jasontongton
全台最大的國立樂園上線啦,cwh0105
安全帽？,anomic24
安全帽，好哦,zzzz8931
會用kuso的人都幾歲了,xinov1139311
今春最ㄅㄧㄤˋ直播,AprilMight
Kuso,kegowames
從1月2日蘇宏達那篇 就知道台大官方臉書不值得看了,AllenHuang
安安全帽,chung0817
安全帽？有事嗎？,aure0914
Kuso....,aquariuschi
"Damn, CJ! You’ve got one job!",mayolane
幹笑死 真的here we go again,Agdanpanda
硬派寫實,a58524andy
梁爸：planing fallacy,chaeissocute
笑死完全這樣,wcnoname5
True,hunterhsu91
你是誰 為什麼要偷偷監視我,gfhnrtjpoiuy
笑死,jasonking3c
你得到他了,AprilMight
三軍總醫院對面 台一影印,hellobobobo
台一,andycyhung
謝謝,beerbelly
遠雄不錯,ri31625
論價錢只推台一,perhdball
台一彩色一張多少啊？,kyrie77
台一 讚,openchen1016
我提一個提案，但我不希望它通過,wwwh0225
https://i.imgur.com/qSAqf9E.jpg,jerryh612
學生代表笑死 小丑,sealcanada
學生賭氣剛好合校方的意 計画通り,briany329
笑死,nodnarb1027
辦台大知識王的決策過程有直播嗎？,weijing
2樓的圖XDD,nlriey
哀....不知道該說甚麼= =,chaoannricar
把網路上的反串文化帶到現實的下場,sikerkuaitai
自己捅自己嗎,MRfridge
會玩,yi0513
學生代表：耶可以上新聞鬥臭學校,tontontonni
表示興奮,tontontonni
真的低能==,Luka077
然後各媒體報導標題絲毫不提是學生會自己提案的，這種,Shower360
媒體，難怪會通過哈哈,Shower360
低能學生會 整天亂搞 現在燒到自己了齁 活該,washi54
笑死 再學人家反串呀,dannyko
挖靠 自己提臨時動議被通過才在該ㄛ,thejackys
低能反串仔,dogayo
太嫩了,chocopie
…,kikiandlala
反串成真 求仁得仁,rutw
覺青uccu，笑死人,aure0914
反串真的是玩火= =,Ginpunch
這邊解釋這麼清楚 是學生會提供的新聞稿ㄅ,Ginpunch
笑死 再玩啊,mic2754
把提案當遊戲 現在標準一致了 爽了沒？,mic2754
看那綠衛兵的樣子 偉哉智商,chienyu2001
ptt用太多了,jonathan793
學店學生會水準，不意外，可憐哪,trunnp
笑死，太蠢了吧,Peter521
玩火玩到反噬= =,kougousei
笑死==,znling
呃有人可以解釋一下這在幹嘛嗎，看不太懂……,anomic24
自由這什麼誤導標題，下去,chiuyipo
引火自焚，活該,divaxxxx
玩火自焚,dogluckyno1
不通過不爽 通過更不爽 那一開始幹嘛提案啊,nangaluchen
故意拿石頭砸自己腳 痛了就抱怨有人把石頭放在這,nangaluchen
低能學生會,touch2fish
額 之前平權公投不就證明反串戰略非常蠢嗎,li118
這誰提議的？毫無政治常識,li118
名字公布一下，以後幾個大黨肯定都不敢用這種幕僚，愚蠢無,li118
比XD,li118
學生會本來就這麼爛 不意外,Fewer
777777這個玩法,Agdanpanda
智障學生會,HankLiao001
笑Die,messi5566
這種智商也可以當職業學生 真EZ,sealcanada
內奸啦內奸,ystaty17
反串成真，笑死,kimo6414
總投票率那麼低 憑什麼代表台大,DH0617
笑死，小丑學生會求仁得仁,usercode
有夠猴 笑死,prmotolprlin
笑死 自以為卡麥隆喔,Jimmy030489
天才舉球員 笑死,neil9830409
真的很棒...,david1125
到底是誰提的==，有在用頭腦ㄇ...,david1125
人都有犯錯的時候,amport625
的確好笑,amport625
https://i.imgur.com/qT9BGys.jpg 幫補提案人,kkooptt2
這是暗樁吧 XD,eldar
年輕人還是太衝動了,janeration
請問他們能代表現在台大學生的素質嗎？,eddy13
可以，這很學生會,revorea
智障在那邊玩反串ww,kria5304
還好啦，誰沒菜過，只是每年都換新的菜雞，呵呵,leo1217000
低能,aij
懂玩,aa855188
反串有夠低能,Sprin
笑死,wesley5438
學生會怎麼好像都在搞這種東西,CK0663
劉真......,pttdouble
推,Intimm
一樓可以自己去粉專找 讀到大學了要學著自己查資料,ccccccccccc
喔,ccccccccccc
又來了,littlecckk
還好共產黨沒滲透成功 不然現在台大五星旗飄揚,cwh0105
ㄏㄏ,daniel08888
說到底那些人到底跟臺共有沒有關啊？,alex8725
不先實習以後怎麼當立委助理,ms0286415
麥卡錫主義下亂抓人其實蠻常出現了 但如果官方為了麥卡,alex8725
錫主義道歉？？這...有點不知道該說什麼,alex8725
綠共學生會滾,tontontonni
學生會又出來刷存在感了,washi54
學生會可以去盯促轉會要求公佈相關案件的文件嗎？不然根,eddy13
本和政客作秀沒什麼兩樣呀,eddy13
公布相關文件才是真的該做的 一切交由歷史裁決 而不是,alex8725
各說各話,alex8725
正常發揮,excusezmoi
文組學生會,star07
雲台大生出征,isaswa
學生會唯一會做的事,tontontonni
我85年前被你強姦了，所以現在我要求你的後代墮雞雞,chiuyipo
樓上是哪隻眼睛看到後代相關究責資訊，開天眼嗎,camrivergimo
肥宅才半夜看ptt,jason90814
有，但我是不定時斷,henry2346598
剛打lol打到斷線 哭啊,smartchoice
原來不是我的問題 垃圾宿網,meowmeowwoo
不只宿網 實驗室裡的網路也斷了一下,s91126
學校什麼時候才要搞好網路,tom282f3
搞不好不能外包給中華電信嗎,tom282f3
2020年還在固網限流量 學店,tom282f3
最近打LOL狂爆ping,deltz
我剛也斷 垃圾學店,hoos891405
我大概斷1~2分鐘，轉一轉就進去了,ganhua
上色偷渡P幣齁,charlie1667
白天看youtube 1080p會一直lag,zxnstu3104
沒事 PTT還活著 沒損失什麼,IokUdiefirst
請問您是不是忘了寫PornHub了(我推文不能著色抱歉)？,aarzbrv
著色用心推,AngusAT
難怪我R6斷線,andy7seven7
用心上色給推,fly168
+1,x36023x36023
垃圾網路,unmolk
選字顏色用心推,anarch
不只半夜吧 我是整天都斷斷續續,egodoist
台大品質 堅若磐石,siscon
推上色 噓整天都斷斷續續的,howie00215
著色用心推是三小 沒看過ansi油圖逆,a58524andy
樓上那位美少女是不是腸胃消化功能太差....,FHShih
整天不停斷線也太慘QQ,hjkkk123
那下禮拜才開始考的呢w,tryptochan
爽，進來了,chun10396974
沒有期中考應該不算期中考完吧,maozz
3F專業,cuteSquirrel
他的心情嗨,yuyu4092
阿斯 進來了~,jason90814
舒服,tim03090309
爽的,jzoethai
滿規律的生活。,cuteSquirrel
虧Z呆們！！！,jason90814
Killer queen,xrayxrayxray
台大點？,tom282f3
夏令營搞的這麼秋奪,yahoo168
推,olmtw
請問東尼流感同學敢不敢跟Imotucc公開辯論,Imotucc
非小妹不是問題吧 單身男孩相信台大很多學長學弟OK,saiulbb
推,joseph40
elite,skyHuan
ntu點多寬鬆阿？FXW11314參選前也是說放寬阿，結果被申,QQKKQKQK
訴了，申訴到哪改判到哪,QQKKQKQK
改判還不敢發公告，引用還引用半套的,QQKKQKQK
請東泥流感同學光明正大地和Imotucc來場辯論,Imotucc
溫床vs堡壘 dochi,thejackys
宿舍真心真意不錯 只是我在煩惱學餐會不會因為這樣收掉,fatbean
我真的會餓死,fatbean
外面的餐廳沒關，去外帶接觸不到幾個人，戴口罩洗手就好,eldar
現在要減少與陌生人間的接觸機會，逃難是在反其道而行,eldar
去年武漢逃難潮變全球災情，旅外回國搭機中標有前車之鑑,eldar
https://i.imgur.com/Z7Jmrc9.jpg,angryfatball
這時室友都是油宅就很安心,charlie1667
但是如果不是BOT的話，我覺得公共的浴室很危險吧,w871221
趕快回去自己家鄉的家，才是最好的選擇的,taipoo
宿舍最危險的應該是公共廁所/浴室/飲水機,tom282f3
病毒的溫床,yongxchen
食物其實完全不用擔心,tom282f3
台灣公糧還有至少半年的存量 肉品也還有三個月的庫存,tom282f3
https://bit.ly/3ye6D7e,tom282f3
https://i.imgur.com/1IcA6aF.jpg,james20631
很棒欸有外送罐頭服務,lanreless
這個廣告XDD,csvt32745
這個廣告，超超超前部署(留在宿舍的大家一起加油吧,tek5615
在宿舍比較安全吧 學生族群相對安全 每天進出宿舍都要,marsonele
量體溫 大眾運輸潛在風險那麼高,marsonele
廣告笑死,aquariuschi
廣告好好笑,TeTe
桃園人返鄉有比較安全嗎==,daye87
樓下返鄉派,zzzz8931
上次臺大宿舍有停電啊！你是不是菜比八？,HenryLin123
宿舍還是相對單純啦 尤其這兩天幾乎沒人了,fatbean
男宿連帶女生進來都防不了了..,xBox1Pro
宿舍的公用浴室有沒有可能染疫啊？,zzzz8931
大家在返鄉的時候跟著返鄉其實滿不智的，尤其又搭大,orgysolitude
眾運輸的話……,orgysolitude
共用衛浴可以想辦法降低風險，多人接觸的地方和手可消毒,eldar
浴室和廁所問題真的大 能不能抽風機多放幾台?,goolooo
公共浴室跟廁所跟飲水機真的要注意,ToTo0306
宿舍最麻煩的問題絕對不是吃飯，而是刷牙洗臉洗澡,Howard61313
阿拉丁,maozz
等期初補完才會補期中的，然後應該是從號碼小的開始,Luftmensch
感謝！那請問期初通常都是這一兩週就補完嗎～在想要等還是,shishe
要出去租,shishe
可以去bot的網站看看～每年應該不太一樣,Luftmensch
房型性別舍區都有影響還是建議去網站看,Samia04
我前年長興女雙期中候補2號，隔年3月初才排到，給你參,rarabing
考～,rarabing
今年補超久的感覺@@,Agdanpanda
通常都會到下學期,aa871220
我也想壞壞,bamama56
男人不壞,qqq3q
台大王識賢,sleepyrat
一定很能幹,zukidelko
半夜不睡覺,theeht
結果還是找其他男的回收,wulaw5566
俺是東區山下智久,railman
半夜不睡覺 跑出來假扮王祖賢,elec1141
https://i.imgur.com/ckSHljz.gif,badbadook
原來女人也有癡漢,zwwz
風流Bad,fonzae
.....,k385476916
哈哈 笑死,atking
壞也是自己選的阿,zeroyaking
長壞掉的那種壞吧,GGrunrundela
難怪桌子都黏黏的,brother001
書太多腦袋會燒壞 小孩還是送工學院比較好,ZMittermeyer
半夜不睡覺,lwrwang
公文全部都黏黏的,postit
半夜,fp737
都讀到台大 眼鏡度數不夠不知道換 丁長那副德行當寶？,hy23
半夜不睡覺 笑死 XDDDDDDDDDDDDDD,amare1015
長這樣到底是要壞什麼....一臉猥瑣樣,GrandpaM
把結婚當兒戲…,bmmbmmbmm
半夜不睡覺又出來假扮王祖賢,Neve5566
這是ddp的核心價值,Oisiossos
全世界都知道，就陳菊蔡英文不知道,ncncaska
丁的魅力到底在哪，30cm嗎?,ki43oscar
王祖賢？？,irosehead
小菸管不到發言人,rustic5566
前菊後恭,giaour
很會做愛。 結案,zold
"男人不壞,女人不愛",schooldance
怪奇 這長相,pchome321
活該自己選的 不要在那邊哭夭,tunisco
笑死，現在全民追殺中,venomsoul
人生勝利組給推,HyperPoro
長這樣 不理解,gunies1111
這學姐也太可怕了，在小說找自己影子，是不是以為男生分,coimbra
手還得要眷戀你?人家根本往前看了就你在那自作多情。,coimbra
調教完成,ccucwc
你照鏡子不就瞭解了,ptlove1222
可見丁必有過人之處,fly0204
長這樣還那麼愛 丁一定有其他長處,james80351
這學姐根本瘋了 難救,djyunjie
……………,mikiworldpea
真好,heavenlyken
這醜男這麼夯？,BroSin
愛著卡慘死,Dragonz
丁真的長得很不怎樣啊，再加上那眼鏡 到底有什麼好愛的？,y0099
？,y0099
壞學長 哼,grandwar
可見臺女就是臺女 念到臺大還是一樣,waterandcool
女生本來就不只看對方長相了,cttw19
還不是自己選的,phenix1014
這學姐的觀念真的傻眼,mudee
暴牙又馬臉，我不行,ameko34
總有騙不完的蠢女,ims531
男人不壞，女人不愛。,CTHsieh
想成為公主,kevinpc
智障,reynaud
羨慕 丁最少50斬 還都是高學歷妹子,ru04hj4
男人看女人 就是臉蛋身材 女人看男人 臉蛋身材外 看財富,decorum
https://i.imgur.com/ckSHljz.gif,q10242
關王祖賢p事，在加拿大也中槍,sylviaplath
看才華 看態度....... 什麼理由都有 丁的文筆和快筆讓,decorum
阿姨的堅持,muscatsss
女生癡迷 一點都不意外,decorum
男人不壞...,shala
台女就是犯賤，台男不壞女人不愛。年輕時愛找8+9，老了就,leoyeh
當丁丁的肉便器,leoyeh
大學同班交過最多漂亮女友的那位 也是其貌不揚,decorum
幫學姊的老公QQ,NCUking
壞你媽啦婊子,gotohikaru
傻傻的,pipiayin
壞壞惹人愛,xjiang
又不是被強暴 自己嬈膣屄在那牽拖,gotohikaru
男人愈壞 官升愈快,keyman2
越壞越愛~,hzs6111
臺大教室桌子也黏黏的,wbsinger
看看台女多愛他，八卦處男還不學著點？,PigBlood
他是不是現代嫪毐，有異於常人之處,scott123321
“我不就是公主了嗎？”難怪被分手,pinknote
好壞好霸道,ccjj8
https://i.imgur.com/OUKAvL1.jpg,velaro
半夜不睡覺假扮王祖賢,windowdoor
台女眼光就是那麼讚 哈哈哈,Mrchungken
民進黨的人意外嗎,mmchen
祖賢很敢自稱台大王，是領書卷獎？,hatephubbing
笨蛋可以公開一下 避免大家遇到怪女人,sunnyyoung
黏黏的,guitar0225
為什麼台女都喜歡這渣男啊,QVQ9487
*這種,QVQ9487
才幹過人怎麼造句?? 我剛才才幹過人可以嗎?,crazydj
半夜不睡覺,Fice
公文表示 噁,pchome321
注入滿滿的臺灣價值,Eternal1028
物以類聚 剛好而已,gaddafi
https://i.imgur.com/TX1iUIA.jpg,b95202075
根本初美...,ppc
看到兩性作家就可以不用看了,SkyShih
壞透了 小丁丁,BREAKFAST204
真棒,raxjimmy
嘔嘔嘔嘔嘔嘔,AliceHsu
政黑菸粉還在護航 可憐哪,rustic5566
你相信他總統府辦公桌是乾淨的？,johnnyjog
斯德哥爾摩症嗎.........,shi21
https://i.imgur.com/IpKg4AX.jpg,crimson11
https://i.imgur.com/1vgIGbR.jpg,twmarstw7758
丁年輕時候的風格 是台女會愛的型,kevin86tp
丁公的調教技能真高,solsol
北爛言情小說跟偶像劇是不是玩壞很多女森腦袋啊,shampoopoo
愛渣男 不就自找的嗎,summerleaves
丁長這樣尤其是嘴型更是奇葩還有人要 真是奇聞,fffogpug
很有錢還是技巧很好？,Nishikino252
丁私下一定很浪漫！！超多人為他死心蹋地耶！,shenyi9185
台大王祖賢XD 有沒有台大邱淑貞啊,mn435
法律蓮表示：,demoQ
丁這種就是很會把妹的渣男啊 就說女生不是看長相,annie06045
噁,babywipes
丁允恭這輩子值得了啦,daye2012
怎麼聽起來像是在稱讚丁,airider
跟他在一起過的都變得怪怪的 還是本來就怪才會跟丁在一起?,mvb
過氣無聊 男人不壞 台女不愛 優質蒸蚌台女自願要讓壞男,james5566
人中出雞巴洞爽夾娃的 要怪誰啊 怪自己卵蟲衝腦啦,james5566
丁一定懶教很大，長得又不怎麼樣,arisisu
一定有其他長處啊,AirLee
男人不壞女人不愛的前提是除了女人難駕御的壞之外,alibuda2014
還有男人要有可以吸引女人的「才氣」 這東西很抽象,alibuda2014
噁男 我猜之後會升官發財,fundme
哎呦，柯粉罵半個月有了吧！這新聞出來不是更刺痛母胎,makapaka
單身柯粉的心嗎？又要怒罵400篇,makapaka
不愧是才幹過人,blessbless
可怕,oliver81405
decorum alibadu2014 推正解無誤,shu925614
很喜歡洗衣服 笑死,bnojond1112
明明氣質很差 不懂,eunice1110xp
年紀大少做夢,knik119
噁心,knik119
傻,crims
呵 要造神嗎 長這樣大學根本邊緣 怎麼壞,donoh183
好猛 台女全都對他死心塌地,Page122
這100%是女方也有問題 怪怪的,jerrylin
學姊為什麼離婚？是不是因為丁，根本沒講啊,jimihsu
有丁允恭，有離婚，所以二者就有關係喔？,jimihsu
https://i.imgur.com/VdbFG4Y.jpg,blue237
https://i.imgur.com/nsBMP46.jpg,blue237
民進黨一堆性失控,TarikBlack
所有生女兒千萬別讓她讀太多狗屁文學 讀太多的下場都是,dazzzlee
喜歡渣男跟什麼林奕含一樣 女生就要讀理工科才會理智,dazzzlee
讓柯黑崩潰，哈哈哈,farnorth
嘴巴 文筆厲害 可以騙很多人,ZIQQ001
台女自己犯賤,darkjedi
噁,pian0214
想壞壞還不趕快入黨 還會有納稅人花錢養蟑螂幫忙護航,Tossdog
......,zzzz8931
雖然我很討厭丁 但這完全是女方自己的問題吧?,washi54
離婚的原因是因為跟丁藕斷絲連嗎? 沒有的話幹嘛怪丁?,washi54
台大5G,cwh0105
看起來完全沒聯絡...單純的夢女吧亂戴帽子...,AprilMight
八卦推文刪一下好嗎==,hankchen1728
理工宅男分屍、澆王水也有,hoos891405
元po會說我們要尊重多元留言 blah blah blah,deltz
完全不懂丁做錯了什麼事？而且他這幾年對國家的貢獻就被這種,aij
無傷公益的私事抹滅，一個優秀人才就被4%藍白黃搞掉了，莫名,aij
其妙,aij
他對國家有什麼貢獻 樓上能舉例嗎？,jaids
壞壞惹人愛,windalso
白痴,cookiebar
上古時期的事也拿出來說,terresahuang
丁多工若親自演示如何多工的話，對人類社會真有貢獻呀XD,aarzbrv
晚上不睡覺又出來假扮王祖賢,hjkkk123
台大補習班？,saturday5566
台大文城：？,husky01
http://www.taidaschool.com.tw/ ？,AllenHuang
哈哈升學機構哈哈，到底哪些國家需要這些東西,wildcat5566
名字用爽沒,ABuJiuHaoBun
台大升高中補習班：？,candysagaboy
台大按摩,Wayne0933
台大補習班、台大家教網,sunhextfn
台大蘭園,transferlife
台大補習班、明明補習班，是升學的搖籃、是國立的跳板。,Sipaloy
不是文城，是一間以三類為主的研究所補習班，之前在南,kmsh710627
部某私立學店上在職學分班，就是用他們的講義XD,kmsh710627
台大牛莊?,jasonlee1119
好像有說多少年之前就有的不會去提告還是提告沒用的樣子,verdandy
所以台大牛莊應該是在那個年份之前,verdandy
阿北車那個類,yyy123456789
戀戀台大？,whatzup1124
以後改抬大/跆大/颱大,ssd860505da
台大牛莊是餐廳又不是教育機構,alan23273850
之前前門有個台大開頭的飲料店還不是改名了,verdandy
為什麼台大文城沒事啊,chino32818
台大文成：,Beye
台灣大車隊:,nova06091
柏叡好棒,cuteSquirrel
ob'_'ov,ggian123
柏瑞辛苦了，組總圖奧客有夠多= =,jason90814
三四樓去巡一巡，應該都是物品比人多。,AllenHuang
確保生命安全 真假這麼危險的嗎,Creeperforev
因為自習室要安靜所以都是直接動手的,daye87
生命安全？！,lobabun
謝謝柏瑞,aristoIris
互相餵食嘔嘔嘔,CK0663
柏瑞要不要來選板主(亂入,zhibb
總圖社圖好像從來沒有哪天都沒出現佔位的,NTUnpc
有啊 早上8點半的時候:),xhakiboo
有柏瑞就必推,jzoethai
推賴柏瑞,sexycute
還是一堆文盲喜歡在B區用電腦ㄏㄏ,baobaobao
推柏瑞～,bicdyueh1212
這回文時間是可以報加班費嗎,lobabun
好伯睿,cuteSquirrel
五年五百億 台大大工地,jasonking3c
好的柏瑞,Crissangel
有柏瑞就是大推~,jzoethai
是柏瑞！,YSae9
這回文時間好血汗,Godofthebutt
柏瑞這時間還要加班 真是辛苦惹～,shaqiantsai
柏瑞新年快樂,Kindle777
新年快樂,cuteSquirrel
推伯瑞,NGGYU
辛苦了,Pixis
新年快樂,powergreen
推柏瑞,pretenderme
好的，柏瑞！沒問題的，柏瑞！,versace
進學校哪有要刷卡？進系館才要吧,AllenHuang
反正覺青就看什麼都不爽,jason90814
想紅嗎 交流版,yeeandrew
沒意見的話扣你一頂電子腳鐐的大帽子哦^.&lt;,sikerkuaitai
我除了晚上經過霖澤那裡以外 目前進校都沒刷卡啊,Agdanpanda
新月台跟語言中心入口都不用刷啊,AllenHuang
不想刷卡可以繞路,AllenHuang
什麼要防疫還是要隱私？這又不是一個全有全無的問題，是,eeEthan
認為某些措施是不是可以在達到防疫的前提下也可以注重隱,eeEthan
私權，虧你暱稱還寫什麼法律人，不知道目的跟手段要衡量,eeEthan
嗎？,eeEthan
沒意見也不可以哦～不跟著反對就是順民^^,vct886
補噓,eeEthan
提出連署的同學還算認真地跟留言討論 但有些人就只想引戰,vct886
台大畢業的學生，肥肥一律不錄用,kbt2720
電子腳鐐論那位倒真的是太過火了，沒必要把還看不清楚狀,eeEthan
況的大眾都扣帽子,eeEthan
就一群職業學生在紮草人,DoBahaha
跟隨政府嚴格管制就說侵犯隱私,DoBahaha
尊重隱私之後就帶頭鑽漏洞說台大有破口,DoBahaha
才不是看什麼都不爽，這群低能兒就是借題發揮,DoBahaha
如果今天校長不是管中閔他們就會好棒棒了,DoBahaha
https://i.imgur.com/5Pq8Cm7.jpg,NTU87
EE女邏輯死去,karta2032150
樓上 你不能說人家邏輯死去 我上次說了 結果,eunhailoveu
你們真的很愛肥肥耶，一天到晚複習肥肥的U質文,kbt2720
要不要做成小卡掛在胸口阿,kbt2720
肥肥要不要寄給你親筆簽名？,kbt2720
肥肥真的認可你們了,kbt2720
好挖 你簽名寄來台大 我看看,saturday5566
肥肥在此封eunhailoveu為 反肥肥大將軍,kbt2720
NTU87為 反肥肥大元帥,kbt2720
即刻生效！,kbt2720
看什麼都不爽(X) 看管中閔不爽(O),washi54
其他學校都採取差不多的措施 怎麼就只有台大在吵隱私問題,washi54
全台唯一為了牛奶吵架的學校,kbt2720
執世界之牛耳,kbt2720
朕看到你們為了牛奶，上下齊心協力，很是感動,kbt2720
https://i.imgur.com/YdPWkbD.jpg,eunhailoveu
畢業後，沒了牛奶，也要記得當年一起抵禦肥肥的時光，勿,kbt2720
忘初衷,kbt2720
https://i.imgur.com/xWcMpKx.jpg,eunhailoveu
三十年後，同學會不知道要講什麼，突然有人提起肥肥，大,kbt2720
家由生疏轉為熱絡，好不快樂,kbt2720
噓那位EE女 不理性討論一直亂扣別人帽子狂回吃拉麵 無,a22735557
法忍受,a22735557
https://i.imgur.com/TYByU6G.jpg,a22735557
啊她就是傳說中的季丼屋加麵事件的主角齁 嘻嘻,washi54
加麵啦 不加就告,AllenHuang
語言中心那裡也不用刷卡啊？一校兩制喔,jtsu5223
提起肥肥不是想到小學的楓谷練功時光跟台大谷嗎...?,Richun
學代是學生代表 又不是學生會需要統一意見 你就想像平,dumdumdum
常立委或議員有不同意見各自發聲,dumdumdum
這些學代根本沒有幾票就選上了,Nexvesk
學生自治跟扮家家酒一樣，辦這些有的沒的的連署就拿來刷,Nexvesk
自己的履歷而已,Nexvesk
樓下d???????l,how870927
等傅那位出來再說好不好 沒戰力= =,Jimmy030489
校長不是管中閔就變吹捧防疫好棒棒了,hen5566
學代跟家家酒沒差多少啊,alex8725
我都沒在進學校 小孩子慢慢吵,isaswa
真羨慕不用考試整天在那邊發廢文帶風向亂扣帽子的人,ganhua
他真的很...,DH0617
我是不在意入校刷卡，只是感覺要就全部的門都要刷卡吧,pttr08
我沒從正門進去過 還真的沒有教我刷卡,alex8725
某位李姓鄉民不用在中壢了拉,jzoethai
原來電機嘉就是季丼屋主角喔!id都紅了,nodnarb1027
